name,openPrice,high_low,close,prevCloseDate,marketCap,sharesOutstanding,float,normalizedEPS,mthvwap,unadjVWAP,adjVWAP,peratio,price/Sales,price/CF,pricebookvalue,dividend,divident_5_yr_avg,debt,long term debt/equity,enterpriseValue,assets,cash,roe,roa,capEx,EBIT,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita,industry,new PE ratio,new roe,new roa,aquirer multiple,normalized aquirer multiple,address
Halcyon Agri,0.48,0.48,0,26 Jul 2019,765610000.0,1600000000.0,29.15%,-0.01,1650000.0,0.49927,0.49927,0.0,0.271,53.34,1.009,2.083,0.0,1378990000.0,55.416,1841510000.0,1814620000.0,125210000.0,-1.13,-0.974,-78710000.0,0,2823170000.0,4480000.0,0.161,-21110000.0,-0.901,15.522,0.0,0,Basic Materials / Chemicals - Plastics & Rubber / ,-48.0,-0.03763996861850082,-0.01163328961435452,-0.011463418607555755,-41.8723259118901,https://www2.sgx.com/securities/equities/5VJ
ISEC,0.355,0.35,0,26 Jul 2019,186320000.0,532350000.0,34.76%,0.02,7170000.0,0.30847,0.30847,21.225,4.572,17.387,2.623,4.229,2.921,-23200000.0,0.0,159220000.0,73570000.0,27110000.0,12.648,11.285,-890000.0,0,40760000.0,11190000.0,27.727,8520000.0,21.477,11.69,18.667,0,Healthcare / Healthcare Facilities / ,17.75,0.06877623506619308,0.11580807394318336,0.053510865469162165,6.634166666666666,https://www2.sgx.com/securities/equities/40T
Indofood Agri,0.3,0.3,0,26 Jul 2019,434330000.0,1400000000.0,19.42%,-0.01,36810000.0,0.26993,0.26993,0.0,0.312,5.404,0.366,0.833,1.139,927980000.0,35.786,1310950000.0,37514251000000.0,2228869000000.0,-1.856,-1.596,-1614321000000.0,0,1391850000.0,569348000000.0,2.904,-32220000.0,-4.283,1.622,0.0,0,Consumer/Non-Cyclical / Crops / ,-30.0,-8.107252862093137e-07,-8.588736051267557e-07,-0.02457759639955757,-12.206238361266294,https://www2.sgx.com/securities/equities/5JS
Hotel Royal,3.13,3.21,0,26 Jul 2019,323570000.0,100800000.0,50.35%,0.08,30000.0,3.14721,3.14721,68.575,5.548,22.017,0.48,1.558,1.397,76820000.0,14.515,390720000.0,807390000.0,37880000.0,1.131,0.815,-3690000.0,0,58320000.0,14540000.0,22.574,6390000.0,10.962,1.968,-7.52,0,Services / Hotels & Motels / ,39.125,0.00831544017177435,0.007914390814847842,0.016354422604422606,191.38553990610325,https://www2.sgx.com/securities/equities/H12
Healthway Med,0.033,0.032,0,26 Jul 2019,144920000.0,4530000000.0,29.22%,-0.0,17430000.0,0.03047,0.03047,0.0,1.304,0.0,0.81,0.0,0.0,-26580000.0,0.043,112010000.0,204300000.0,33380000.000000004,-3.167,-3.26,-3130000.0,0,111110000.0,-5550000.0,-5.858,-7000000.0,-6.303,-6.893,0.0,0,Healthcare / Healthcare Facilities / ,0.0,-0.02648906380080224,-0.034263338228095935,-0.06249442014105883,-0.5280471428571429,https://www2.sgx.com/securities/equities/5NG
Datapulse Tech,0.25,0.25,0,26 Jul 2019,54980000.0,219070000.0,61.11%,0.06,2780000.0,0.26922,0.26466,0.0,26.146,0.0,0.699,4.0,2.026,-34360000.0,0.0,-26080000.0,85070000.0,81180000.0,62.121,-1.969,-1380000.0,0,2100000.0,-2860000.0,-85.027,-1870000.0,-89.077,-57.196,29.242,0,Technology / Computer Storage Devices / ,4.166666666666667,-0.009321569213897611,-0.02198189726107911,0.07170245398773006,3.4866310160427805,https://www2.sgx.com/securities/equities/BKW
HRnetGroup,0.7,0.695,0,26 Jul 2019,702930000.0,1010000000.0,21.78%,0.05,4330000.0,0.76975,0.76963,13.738,1.652,12.152,1.993,4.029,0.0,-313680000.0,0.0,403430000.0,415310000.0,299500000.0,14.919,13.173,-1730000.0,0,425490000.0,65170000.0,16.118,51200000.0,13.006,0.0,0.0,0,Services / Business Services / ,13.999999999999998,0.049781718830518525,0.1232814042522453,0.12691173189896637,5.5156445312499995,https://www2.sgx.com/securities/equities/CHZ
Hanwell,0.2,0.205,0,26 Jul 2019,117050000.0,553420000.0,37.09%,0.03,4540000.0,0.24679,0.24679,8.32,0.237,3.697,0.391,4.878,1.637,-50980000.0,6.432,60330000.0,572130000.0,143900000.0,4.751,3.71,-44620000.0,0,493410000.0,27100000.0,5.272,13700000.0,4.227,4.543,15.225,0,Basic Materials / Paper & Paper Products / ,6.666666666666667,0.01786156634202944,0.023945606767692657,0.22708436930217138,0.8807299270072994,https://www2.sgx.com/securities/equities/DM0
CEI,0.98,0.955,0,26 Jul 2019,83980000.0,86700000.0,64.59%,0.09,350000.0,0.94563,0.94563,0.0,0.0,0.0,1.997,1.508,3.695,1230000.0,0.0,88140000.0,71290000.0,3360000.0,18.971,0.0,-290000.0,0,0.0,9210000.0,0.0,0.0,0.0,5.055,15.399,0,Technology / Semiconductors / ,10.88888888888889,0.0,0.0,0.0,0.0,https://www2.sgx.com/securities/equities/AVV
AsiaPhos,0.01,0.011,0,26 Jul 2019,11350000.0,1030000000.0,32.84%,-0.01,9450000.0,0.00918,0.00918,0.0,0.937,0.0,0.152,0.0,0.0,4930000.0,0.0,15200000.0,114420000.0,2460000.0,-16.672,-11.163,-10000.0,0,12110000.0,-13990000.0,-116.155,-14020000.0,-115.75,14.691,0.0,0,Basic Materials / Non-Metallic Mining / ,-1.0,-0.12523447967842788,-0.12253102604439783,-0.9223684210526316,-0.010841654778887303,https://www2.sgx.com/securities/equities/5WV
AMOS,0.032,0.032,0,26 Jul 2019,83120000.0,2600000000.0,5.67%,-0.01,9970000.0,0.03911,0.03911,0.0,0.642,0.0,0.675,0.0,0.0,22320000.0,31.995,105430000.0,211690000.0,28610000.0,-26.413,-15.027,-9910000.0,0,129389999.99999999,-34380000.0,-26.567,-34370000.0,-26.642,-25.901,0.0,0,Basic Materials / Misc. Fabricated Products / ,-3.2,-0.15767501605651896,-0.162360054797109,-0.3259982927060609,-0.0981600232761129,https://www2.sgx.com/securities/equities/RF7
Shangri-La HKD,0.0,0.0,0,26 Jul 2019,34636170000.0,3590000000.0,29.02%,0.59,57370000.0,0.0,0.0,22.909,1.76,8.497,0.705,1.967,0.0,31698290000.0,74.792,66334460000.00001,13170650000.0,1079280000.0,2.993,1.369,-161360000.0,0,19679570000.0,180510000.0,7.169,1507750000.0,7.297,1.12,-15.541,0,Services / Hotels & Motels / ,0.0,-0.08641213271619796,0.11447802500256252,0.022729513438414964,0.0,https://www2.sgx.com/securities/equities/S07
Pan Hong,0.098,0.103,0,26 Jul 2019,53440000.0,512309999.99999994,33.34%,0.02,690000.0,0.08762,0.08762,4.844,0.918,4.81,0.399,9.709,0.0,125470000.0,0.0,178910000.0,2215550000.0,446910000.0,8.353,2.847,-2710000.0,0,58200000.0,86880000.0,29.697,10890000.0,18.716,-11.322,-12.575,0,Capital Goods / Construction Services / ,4.9,0.004292488342484598,0.004915258062332152,0.06086859314739254,1.6100257116620755,https://www2.sgx.com/securities/equities/P36
Parkson Retail,0.03,0.03,0,26 Jul 2019,20320000.0,673800000.0,24.52%,-0.05,15020000.0,0.0271,0.0271,0.0,0.05,0.0,0.649,0.0,0.0,-18090000.0,0.469,-16660000.0,285780000.0,40860000.0,-58.681,-12.37,-20240000.0,0,410300000.0,14130000.0,3.465,-35640000.0,-8.774,-1.429,0.0,0,Services / Retail (Department & Discount) / ,-0.6,-0.10338525802802193,-0.12471131639722864,2.1392557022809124,0.014023569023569023,https://www2.sgx.com/securities/equities/O9E
Sinostar Pec,0.165,0.17,0,26 Jul 2019,108800000.0,640000000.0,37.97%,0.03,500000.0,0.2092,0.2092,5.827,0.202,4.144,0.712,2.941,3.988,169000000.0,21.229,278910000.0,2435810000.0,426220000.0,11.775,6.822,-69250000.0,0,539300000.0,112030000.0,4.993,18670000.0,3.698,53.538,0.0,0,Energy / Oil & Gas Operations / ,5.500000000000001,0.00693271148111978,0.007664801441820175,0.06693915600014341,2.464925013390466,https://www2.sgx.com/securities/equities/C9Q
HL Global Ent,0.375,0.385,0,26 Jul 2019,36160000.0,93920000.0,34.37%,0.02,50000.0,0.41046,0.41046,17.524,3.423,11.89,0.466,7.792,0.0,-54830000.0,0.0,-26570000.0,88260000.0,62730000.0,2.138,2.38,-540000.0,0,10560000.0,1580000.0,18.745,2069999.9999999998,19.549,10.563,0.0,0,Services / Hotels & Motels / ,18.75,0.0100573316490137,0.02345343303874915,-0.07790741437711704,-4.81340579710145,https://www2.sgx.com/securities/equities/AVX
AA,0.01,0.01,0,26 Jul 2019,17810000.0,1780000000.0,39.75%,-0.0,208440000.0,0.01073,0.01307,0.0,0.909,8.983,0.294,0.0,0.0,1600000.0,1.443,19410000.0,86790000.0,3120000.0,-2.928,-1.77,-250000.0,0,19590000.0,-1930000.0,-9.857,-1690000.0,-8.634,-23.033,0.0,0,Technology / Electronic Instr. & Controls / ,0.0,-0.01913713056279017,-0.01947228943426662,-0.08706852138073158,-0.11485207100591717,https://www2.sgx.com/securities/equities/5GZ
Fragrance,0.126,0.128,0,26 Jul 2019,860160000.0,6710000000.0,11.83%,0.04,5740000.0,0.1304,0.13043,3.385,3.128,3.37,0.655,1.563,0.739,1351070000.0,84.811,2119330000.0,2823280000.0,130900000.0,22.027,9.851,-640000.0,0,274960000.0,307960000.0,107.888,253840000.0,92.154,-6.978,7.134,0,Capital Goods / Construction Services / ,3.15,0.15834222230539388,0.08990960868210025,0.11977370206621904,1.051983848093287,https://www2.sgx.com/securities/equities/F31
Shinvest,1.85,1.72,0,26 Jul 2019,51440000.0,29910000.0,31.20%,0.02,290000.0,1.14778,1.11981,471.233,1.184,30.967,1.128,4.36,0.0,10720000.0,5.38,59590000.0,93980000.0,8660000.0,7.893,-0.88,-1030000.0,0,43440000.0,3900000.0,-1.11,-1840000.0,-1.533,12.743,214.8,0,Basic Materials / Misc. Fabricated Products / ,92.5,-0.020017406440382943,-0.0195786337518621,-0.0308776640375902,-59.91385869565217,https://www2.sgx.com/securities/equities/BJW
Avi-Tech,0.28,0.285,0,26 Jul 2019,49930000.0,171050000.0,50.92%,0.03,1350000.0,0.2821,0.2821,15.833,1.645,11.494,1.005,6.316,5.401,-32460000.0,0.157,17370000.0,54570000.0,32680000.0,9.983,5.646,-400000.0,0,30350000.0,5700000.0,12.654,3080000.0,10.146,8.727,47.013,0,Technology / Semiconductors / ,9.333333333333334,0.02572884470804444,0.056441268096023456,0.17731721358664365,1.579090909090909,https://www2.sgx.com/securities/equities/BKY
Challenger,0.565,0.56,0,26 Jul 2019,193320000.0,345210000.0,15.77%,0.06,2580000.0,0.55419,0.55419,10.55,0.598,7.863,2.012,5.536,6.184,-47220000.0,0.0,129570000.0,130960000.00000001,63740000.0,22.108,13.309,-840000.0,0,323510000.0,23330000.0,6.746,18320000.0,5.71,-3.641,2.597,0,Services / Retail (Technology) / ,9.416666666666666,0.07572751322751323,0.13989004276114841,0.14139075403256926,3.9960180131004366,https://www2.sgx.com/securities/equities/573
BlackGoldNatural,0.014,0.014,0,26 Jul 2019,13170000.0,940410000.0,39.73%,-0.01,64730000.00000001,0.01298,0.01298,0.0,1.831,0.0,1.22,0.0,0.0,7680000.0,50.119,19700000.0,18620000.0,550000.0,-42.661,-21.842,-30000.0,0,7190000.0,-4690000.0,-81.032,-5800000.0,-81.053,0.0,0.0,0,Energy / Coal / ,-1.4,-0.504786771105309,-0.31149301825993553,-0.29441624365482233,-0.04755172413793104,https://www2.sgx.com/securities/equities/41H
Maxi-Cash Fin,0.127,0.129,0,26 Jul 2019,133539999.99999999,1040000000.0,16.31%,0.01,1650000.0,0.1314,0.1314,11.559,0.676,8.461,0.93,7.364,5.457,327970000.0,58.264,414240000.0,460680000.0,24310000.0,7.732,2.338,-9170000.0,0,197430000.0,7450000.0,4.303,11380000.0,5.813,0.402,21.57,0,Services / Retail (Specialty) / ,12.7,0.07247484396892116,0.02470261352782843,0.027471996910003862,4.62288927943761,https://www2.sgx.com/securities/equities/5UF
Hiap Hoe,0.81,0.81,0,26 Jul 2019,384390000.0,470560000.0,19.69%,-0.02,350000.0,0.84518,0.84518,0.0,2.306,16.661,0.5,1.852,1.519,454400000.0,40.418,758410000.0,1555320000.0,310050000.0,-1.284,-0.21,-12220000.0,0,166720000.0,27480000.0,12.623,-3260000.0,-1.98,-4.882,0.0,0,Capital Goods / Construction Services / ,-40.5,-0.002310467267199161,-0.002096031684797984,-0.004298466528658641,-188.43929447852761,https://www2.sgx.com/securities/equities/5JK
OKH Global,0.019,0.019,0,26 Jul 2019,21440000.0,1130000000.0,34.21%,0.0,14640000.0,0.02083,0.02083,5.938,1.007,5.714,0.238,0.0,0.0,153800000.0,65.605,178410000.0,276420000.0,6430000.0,5.132,1.296,-70000.0,0,21300000.0,11280000.0,48.349,3610000.0,16.966,-13.267,14.206,0,Technology / Computer Networks / ,0.0,0.02797365362262689,0.013059836480717749,0.02023429179978701,0.939,https://www2.sgx.com/securities/equities/S3N
Chemical Ind,0.72,0.72,0,26 Jul 2019,54680000.0,75950000.0,39.67%,0.14,130000.0,0.71508,0.71863,5.121,0.795,3.165,0.463,2.083,7.023,-32150000.0,0.008,22530000.0,130370000.0,32170000.0,9.429,8.558,-2820000.0,0,68820000.0,11370000.0,16.517,10690000.0,15.532,-7.231,0.656,0,Financial / Investment Services / ,5.142857142857142,0.05490780214700293,0.08199739203804557,0.4744784731469152,1.5174555659494855,https://www2.sgx.com/securities/equities/C05
CWX Global,0.004,0.004,0,26 Jul 2019,15600000.0,3900000000.0,44.62%,-0.0,31430000.0,0.0029,0.0029,0.0,1.836,0.0,0.186,0.0,0.0,23360000.0,28.047,37950000.0,116170000.0,5680000.0,-2.493,-2.23,-1320000.0,0,8500000.0,-300000.0,-34.138,-3520000.0,-41.441,-6.995,0.0,0,Capital Goods / Constr. - Supplies & Fixtures / ,0.0,-0.03573966900192913,-0.030300421795644315,-0.0927536231884058,-0.043125000000000004,https://www2.sgx.com/securities/equities/594
Ley Choon,0.02,0.021,0,26 Jul 2019,24880000.0,1180000000.0,27.95%,-0.01,17820000.0,0.01865,0.01865,0.0,0.242,0.0,1.072,0.0,0.0,52830000.0,218.013,77710000.0,116890000.0,5220000.0,-33.346,-7.806,-650000.0,0,102970000.0,-6090000.0,-5.915,-9610000.0,-9.328,0.0,0.0,0,Technology / Electronic Instr. & Controls / ,-2.0,-0.13871247113163973,-0.08221404739498674,-0.12366490799124952,-0.1617273673257024,https://www2.sgx.com/securities/equities/Q0X
Moya Asia,0.075,0.075,0,26 Jul 2019,315270000.0,4200000000.0,11.53%,0.01,36860000.0,0.08237,0.08237,13.562,1.654,6.16,1.161,0.0,0.0,134480000.0,83.467,453930000.0,635970000.0,124530000.0,12.953,3.253,-7390000.0,0,190620000.0,74380000.0,34.639,19620000.0,10.333,17.147,0.0,0,Services / Waste Management Services / ,7.5,0.03134085172997668,0.030850511816595122,0.04322252329654352,1.7352064220183487,https://www2.sgx.com/securities/equities/5WE
Captii,0.385,0.38,0,26 Jul 2019,12140000.0,31960000.0,28.10%,0.09,100000.0,0.39307,0.39307,4.934,0.397,2.696,0.307,3.289,0.0,-7670000.0,0.0,5480000.0,55750000.0,8690000.0,6.154,6.71,-1100000.0,0,30600000.0,3680000.0,12.307,2460000.0,11.362,12.36,18.05,0,Services / Communications Services / ,4.277777777777778,0.034114547219525726,0.044125560538116594,0.4489051094890511,0.8576422764227642,https://www2.sgx.com/securities/equities/AWV
Starburst,0.385,0.385,0,26 Jul 2019,96970000.0,242390000.0,22.99%,-0.02,630000.0,0.38376,0.38535,0.0,13.493,0.0,3.863,0.649,1.531,8180000.0,58.805,104720000.0,42340000.0,7970000.0,-14.755,-9.403,-10000.0,0,7190000.0,-3820000.0,-51.927,-4139999.9999999995,-57.562,-22.545,0.0,0,Capital Goods / Construction Services / ,-19.25,-0.0982672679800617,-0.09777987718469532,-0.039533995416348354,-9.738454106280194,https://www2.sgx.com/securities/equities/40D
QAF,0.75,0.74,0,26 Jul 2019,425700000.0,575270000.0,28.11%,0.02,3550000.0,0.78219,0.78219,63.41,0.517,9.603,0.831,6.757,4.888,80050000.0,10.276,470730000.0,783630000.0,64940000.0,1.551,0.929,-74380000.0,0,822660000.0,6930000.0,0.791,6700000.0,0.895,-5.616,-23.999,0,Consumer/Non-Cyclical / Food Processing / ,37.5,0.008718055483266538,0.008549953421895537,0.014233212244811251,52.693656716417905,https://www2.sgx.com/securities/equities/Q01
EuroSports Gbl,0.18,0.18,0,26 Jul 2019,47700000.0,262810000.0,19.44%,0.0,240000.0,0.19158,0.19158,0.0,0.496,16.347,5.925,0.0,0.0,7970000.0,91.909,55670000.0,60370000.0,7890000.0,5.42,1.045,-1810000.0,0,96240000.0,650000.0,0.675,450000.0,0.682,16.339,-52.857,0,Consumer Cyclical / Auto & Truck Parts / ,0.0,0.007463924365566429,0.007454033460327978,0.008083348302496856,22.268,https://www2.sgx.com/securities/equities/5G1
Sysma,0.168,0.168,0,26 Jul 2019,43850000.0,252350000.0,15.62%,0.02,4990000.0,0.15772,0.15772,15.455,1.383,13.169,0.752,4.762,1.782,-67960000.0,0.896,-26690000.0,86990000.0,71580000.0,6.474,3.028,-110000.0,0,31710000.0,4810000.0,11.989,2740000.0,8.546,0.012,-22.087,0,Capital Goods / Construction Services / ,8.4,0.012095528186112215,0.031497873318772275,-0.10266017234919446,-1.6364671532846715,https://www2.sgx.com/securities/equities/5UO
Wee Hur,0.22,0.22,0,26 Jul 2019,205900000.0,919250000.0,34.21%,0.03,4099999.9999999995,0.21958,0.21958,10.28,1.127,7.69,0.545,3.636,4.198,27930000.0,3.317,209940000.0,767640000.0,176350000.0,6.961,2.621,-4400000.0,0,182730000.0,49090000.0,17.905,19670000.0,11.434,-2.37,3.875,0,Capital Goods / Construction Services / ,7.333333333333334,0.02147239263803681,0.025623990412172372,0.09369343621987235,2.348083375699034,https://www2.sgx.com/securities/equities/E3B
Duty Free Intl,0.181,0.181,0,26 Jul 2019,222480000.0,1210000000.0,23.40%,0.01,6580000.0,0.19004,0.19004,14.749,1.165,11.528,1.172,9.945,0.0,-58010000.0,0.117,165940000.0,752840000.0,192060000.0,8.186,6.941,-4830000.0,0,190980000.0,67450000.0,11.362,14840000.0,8.774,-2.113,-4.35,0,Services / Retail (Specialty) / ,18.099999999999998,0.014796940901975251,0.019712023803198555,0.08942991442690129,2.023931266846361,https://www2.sgx.com/securities/equities/5SO
Dyna-Mac,0.116,0.117,0,26 Jul 2019,119720000.0,1020000000.0,32.98%,0.0,4090000.0,0.10713,0.10713,86.667,1.171,10.962,1.144,0.0,0.0,29210000.0,0.018,114830000.0,161350000.0,24930000.0,1.458,0.815,-450000.0,0,102230000.0,1480000.0,1.308,1380000.0,1.324,-15.606,-44.474,0,Transportation / Water Transportation / ,0.0,0.008785891640669764,0.008552835450883173,0.01201776539231908,9.652376811594204,https://www2.sgx.com/securities/equities/NO4
Amara,0.48,0.49,0,26 Jul 2019,282700000.0,574970000.0,49.64%,0.06,1270000.0,0.47486,0.47486,8.607,2.633,6.587,0.708,2.041,2.259,352070000.0,81.484,602800000.0,793490000.0,14980000.0,8.216,4.099,-6300000.0,0,107370000.0,22530000.0,23.837,32570000.0,30.334,5.313,3.658,0,Services / Hotels & Motels / ,8.0,0.07136283961437336,0.041046516024146495,0.05403118779031188,8.883758059564016,https://www2.sgx.com/securities/equities/A34
Lum Chang,0.34,0.34,0,26 Jul 2019,130910000.0,380490000.0,50.26%,0.06,2130000.0,0.34776,0.34776,4.548,0.515,3.499,0.52,5.294,5.068,47470000.0,60.689,236750000.0,614100000.0,93640000.0,10.684,5.434,-3140000.0,0,254400000.0,32479999.999999996,14.981,28540000.0,13.51,-12.47,2.431,0,Capital Goods / Construction Services / ,5.666666666666667,0.043224741393672286,0.04647451555121316,0.12054910242872229,2.820427470217239,https://www2.sgx.com/securities/equities/L19
Low Keng Huat,0.49,0.49,0,26 Jul 2019,362020000.0,738820000.0,23.88%,0.02,560000.0,0.5246,0.5246,33.77,3.45,23.991,0.55,3.061,4.035,372610000.0,58.643,721880000.0,1213120000.0,130470000.0,2.342,1.109,-30670000.0,0,104920000.0,19440000.0,13.95,10730000.0,12.687,16.549,-19.977,0,Capital Goods / Construction Services / ,24.5,0.011050691054398648,0.00884496175151675,0.014863966310190059,32.96562907735321,https://www2.sgx.com/securities/equities/F1E
Golden Energy,0.2,0.2,0,26 Jul 2019,470620000.0,2350000000.0,12.73%,0.02,2810000.0,0.22756,0.22756,17.437,0.327,6.128,1.013,11.95,0.0,256360000.0,71.143,681040000.0,960830000.0,115110000.0,11.933,4.63,-19440000.0,0,1437800000.0,115190000.0,7.572,26990000.0,4.261,47.086,0.0,0,Energy / Coal / ,10.0,0.032931501500768685,0.028090296930778597,0.03963056501820745,5.046609855502038,https://www2.sgx.com/securities/equities/AUE
Union Gas,0.245,0.245,0,26 Jul 2019,56080000.0,228900000.0,21.08%,0.03,1390000.0,0.25319,0.25225,8.244,0.995,6.157,2.156,4.898,0.0,-15710000.0,0.0,40370000.0,37880000.0,15710000.0,28.028,19.665,-3880000.0,0,56360000.0,7650000.0,13.564,6420000.0,11.398,0.0,0.0,0,Utilities / Natural Gas Utilities / ,8.166666666666666,0.09264069264069263,0.16948257655755017,0.1590289819172653,1.54059968847352,https://www2.sgx.com/securities/equities/1F2
Hatten Land,0.1,0.098,0,26 Jul 2019,135050000.0,1380000000.0,29.73%,0.0,4650000.0,0.10956,0.10956,73.894,1.722,42.609,2.023,0.255,0.0,124820000.0,114.106,284070000.0,1467040000.0,59480000.0,1.387,0.333,-62660000.0,0,78430000.0,7390000.0,4.891,1870000.0,2.333,0.0,0.0,0,Capital Goods / Construction Services / ,0.0,0.0013340943140472284,0.0012746755371360018,0.006582884500299222,15.190909090909091,https://www2.sgx.com/securities/equities/PH0
SingHoldings,0.405,0.405,0,26 Jul 2019,162400000.0,400990000.0,43.96%,0.03,2350000.0,0.38947,0.38947,8.994,1.444,6.852,0.609,2.469,2.937,129930000.0,90.107,306990000.0,547820000.0,86580000.0,4.363,4.319,-10000.0,0,112500000.0,16690000.000000002,25.28,18060000.0,20.91,-19.596,-17.308,0,Capital Goods / Construction Services / ,13.500000000000002,0.035799948460760796,0.03296703296703297,0.058829277826639305,6.884327242524917,https://www2.sgx.com/securities/equities/5IC
GCCP,0.011,0.011,0,26 Jul 2019,13130000.0,1170000000.0,77.65%,-0.0,17080000.0,0.01371,0.01371,0.0,2.21,0.0,0.587,0.0,0.0,4910000.0,10.362,18140000.0,95940000.0,270000.0,-11.708,-8.175,-400000.0,0,5940000.0,-8310000.000000001,-50.808,-3080000.0,-51.827,0.0,0.0,0,Capital Goods / Construction - Raw Materials / ,0.0,-0.033734939759036145,-0.032103397957056495,-0.16979051819184124,-0.06478571428571428,https://www2.sgx.com/securities/equities/41T
Hotung Inv,1.59,1.59,0,26 Jul 2019,166410000.0,96290000.0,63.50%,0.12,620000.0,1.68407,1.68407,11.223,7.737,11.293,0.553,7.748,8.749,-54030000.0,0.0,126780000.0,6352610000.0,900690000.0,4.414,5.113,0.0,0,21510000.0,307640000.0,72.105,13640000.0,68.081,-8.0,-2.736,0,Financial / Investment Services / ,13.250000000000002,0.0018666188607877295,0.0021471489671174527,0.10758794762580849,14.778607038123168,https://www2.sgx.com/securities/equities/BLS
OUE Lippo HC,0.066,0.064,0,26 Jul 2019,284360000.0,4440000000.0,53.96%,-0.0,1540000.0,0.06528,0.06528,0.0,14.821,0.0,1.142,0.0,0.0,249120000.0,56.282,533890000.0,670960000.0,58470000.0,-6.204,-0.911,-150000.0,0,19190000.0,-2300000.0,-11.811,-5680000.0,-29.621,-16.199,0.0,0,Healthcare / Healthcare Facilities / ,0.0,-0.011825695904728196,-0.00846548229402647,-0.010638895652662534,-6.203651408450704,https://www2.sgx.com/securities/equities/5WA
Metech Intl,0.179,0.173,0,26 Jul 2019,15580000.0,90040000.0,42.64%,-0.09,1210000.0,0.11032,0.11155,0.0,0.177,0.0,2.847,0.0,0.0,1630000.0,1.28,14750000.0,16480000.0,2910000.0,-105.486,-31.288,-440000.0,0,87870000.0,-7440000.0,-6.185,-5630000.0,-6.405,6.664,0.0,0,Services / Waste Management Services / ,-1.988888888888889,-0.3170045045045045,-0.341626213592233,-0.38169491525423727,-0.4689609236234458,https://www2.sgx.com/securities/equities/V3M
TIH,0.265,0.295,0,26 Jul 2019,71300000.0,241690000.0,87.01%,-0.05,200000.0,0.28071,0.28071,35.287,9.956,34.294,0.558,0.0,0.669,-50980000.0,0.0,19600000.0,134630000.0,51700000.0,-9.912,1.378,-30000.0,0,7160000.0,-11960000.0,28.194,2020000.0,28.194,0.0,0.0,0,Financial / Misc. Financial Services / ,-5.3,0.008512072816147655,0.015004085270742033,0.10306122448979592,2.5712871287128714,https://www2.sgx.com/securities/equities/T55
Koon,0.031,0.038,0,26 Jul 2019,10000000.0,263100000.00000003,21.89%,-0.01,1040000.0,0.0255,0.02533,38.776,0.086,0.583,0.173,0.0,0.0,69580000.0,39.442,79570000.0,226630000.0,2940000.0,0.446,0.212,-580000.0,0,116850000.0,10670000.0,9.131,260000.0,0.412,-11.89,0.0,0,Capital Goods / Construction Services / ,-3.1,0.001625101568848053,0.001147244407183515,0.0032675631519416865,9.487192307692307,https://www2.sgx.com/securities/equities/5DL
OKP,0.2,0.2,0,26 Jul 2019,61690000.0,308430000.0,27.49%,0.02,1130000.0,0.21097,0.21097,13.089,0.712,8.251,0.491,3.5,3.078,-43160000.0,20.912,15510000.0,186640000.0,74270000.0,5.254,2.252,-1590000.0,0,86580000.0,7830000.0,7.757,4710000.0,4.648,-3.304,6.166,0,Capital Goods / Construction Services / ,10.0,0.01548985430986286,0.025235747963994856,0.3036750483558994,0.6585987261146498,https://www2.sgx.com/securities/equities/5CF
First Sponsor,1.32,1.31,0,26 Jul 2019,1041950000.0,795380000.0,13.71%,0.16,970000.0,1.28765,1.28765,8.681,3.79,7.953,0.638,1.832,1.442,548860000.0,48.895,1563710000.0,2381810000.0,164970000.0,9.449,4.983,-420000.0,0,274900000.0,131820000.0,49.333,119690000.0,45.449,-5.666,-0.017,0,Capital Goods / Construction Services / ,8.25,0.05990730359573957,0.05025169933789849,0.07654232562303752,17.24536051466288,https://www2.sgx.com/securities/equities/ADN
Baker Technology,0.41,0.41,0,26 Jul 2019,83180000.0,202880000.0,37.91%,0.09,440000.0,0.43578,0.43578,3.543,1.735,2.473,0.376,0.0,2.393,-17890000.0,1.842,65980000.00000001,304580000.0,29720000.0,8.326,7.489,-8820000.0,0,47940000.0,14450000.0,40.257,23480000.0,39.97,-18.419,-6.226,0,Energy / Oil Well Services & Equipment / ,4.555555555555555,0.06666855958431528,0.07708976295226214,0.35586541376174596,1.1521209540034072,https://www2.sgx.com/securities/equities/BTP
GL,0.8,0.8,0,26 Jul 2019,1094450000.0,1370000000.0,29.16%,0.07,4510000.0,0.75882,0.75882,21.673,2.291,13.189,0.726,2.75,2.404,198640000.0,23.2,1300060000.0,1455600000.0,105400000.0,6.579,2.617,-31000000.0,0,477660000.0,103000000.0,20.664,52090000.0,10.904,-1.673,10.309,0,Services / Hotels & Motels / ,11.428571428571429,0.03823512140697026,0.03578593020060456,0.04006738150546898,19.96636590516414,https://www2.sgx.com/securities/equities/B16
